# AiPinyin 词典 — 自动生成，请勿手动编辑
# 格式: 拼音,汉字,权重
# 共 47622 条
tiaozuixueshe,调嘴学舌,60
tiaozuinongshe,调嘴弄舌,60
tiaozuidiaoshe,调嘴调舌,60
diaohui,调回,100
tiaomonongbi,调墨弄笔,60
tiaochu,调处,100
diaotou,调头,100
diaozi,调子,100
tiaofu,调幅,100
diaogan,调干,100
diaodu,调度,100
diaoduyuan,调度员,60
tiaonong,调弄,100
diaoshi,调式,100
diaoxianpinzhu,调弦品竹,60
tiaoxi,调息,100
tiaoqing,调情,100
tiaoxi,调戏,100
tiaohu,调护,100
diaobo,调拨,100
diaohuan,调换,100
tiaokong,调控,100
tiaoshe,调摄,100
tiaojiao,调教,100
tiaozheng,调整,100
tiaoliao,调料,100
tiaozhufufen,调朱傅粉,60
tiaozhunongfen,调朱弄粉,60
diaocha,调查,100
diaochayanjiu,调查研究,60
diaochazu,调查组,60
diaochajieguo,调查结果,60
tiaodang,调档,100
tiaozheng,调正,100
tiaozhi,调治,100
diaopai,调派,100
tiaowen,调温,100
diaoyan,调演,100
tiaojiao,调焦,100
tiaoli,调理,100
tiaoliyinyang,调理阴阳,60
diaoyong,调用,100
tiaopi,调皮,100
tiaopigui,调皮鬼,60
diaoyan,调研,100
diaoyanyuan,调研员,60
tiaoshenchangqing,调神畅情,60
diaoli,调离,100
tiaoxiao,调笑,100
tiaoji,调级,100
tiaojing,调经,100
tiaogeng,调羹,100
diaozhi,调职,100
tiaozhinongfen,调脂弄粉,60
tiaoshenongchun,调舌弄唇,60
tiaoliangwenfan,调良稳泛,60
tiaose,调色,100
tiaoseban,调色板,60
tiaojie,调节,100
tiaojieshui,调节税,60
diaohulishan,调虎离山,60
tiaojie,调解,100
tiaocijiasong,调词架讼,60
tiaoshi,调试,100
tiaodiao,调调,100
tiaoxie,调谐,100
tiaoxue,调谑,100
tiaozi,调资,100
diaozhuan,调转,100
diaoyun,调运,100
tiaoshi,调适,100
diaoqian,调遣,100
diaopei,调配,100
diaomen,调门,100
diaomener,调门儿,60
diaoyue,调阅,100
diaofang,调防,100
diaoji,调集,100
tiaoyin,调音,100
tiaopin,调频,100
tiaofengbiansu,调风变俗,60
tiaofengnongyue,调风弄月,60
chanshangaoxia,谄上傲下,60
chanshangyixia,谄上抑下,60
chanshangqixia,谄上欺下,60
chanshangjiaoxia,谄上骄下,60
chancilingse,谄词令色,60
liangjie,谅解,100
zhunzhunbujuan,谆谆不倦,60
zhunzhunjiaodao,谆谆教导,60
tanbushang,谈不上,60
tanburongkou,谈不容口,60
tanjinlungu,谈今论古,60
tanherongyi,谈何容易,60
tanxing,谈兴,100
tanzhu,谈助,100
tangulunjin,谈古论今,60
tangushuojin,谈古说今,60
tantu,谈吐,100
tantushengfeng,谈吐生风,60
tantufengsheng,谈吐风生,60
tanyuanshuotong,谈圆说通,60
tantianlundi,谈天论地,60
tantianshuodi,谈天说地,60
tankai,谈开,100
tandelai,谈得来,60
tanqingshuoai,谈情说爱,60
tanxuanshuomiao,谈玄说妙,60
tankongshuohuan,谈空说幻,60
tankongshuoyou,谈空说有,60
tanxiaofenghou,谈笑封侯,60
tanxiaoyouhongru,谈笑有鸿儒,30
tanxiaoziruo,谈笑自若,60
tanxiaofengsheng,谈笑风生,60
tanruoxuanhe,谈若悬河,60
tanyanweizhong,谈言微中,60
tanyifengsheng,谈议风生,60
tanlun,谈论,100
tanlunfengsheng,谈论风生,60
tanguoqishi,谈过其实,60
yiburongci,谊不容辞,60
yibuganci,谊不敢辞,60
yiqietaicen,谊切苔岑,60
mouweibugui,谋为不轨,60
mouhua,谋划,100
moutingjixing,谋听计行,60
moutubugui,谋图不轨,60
moufukongduo,谋夫孔多,60
mouruyongquan,谋如涌泉,60
mouchenruyu,谋臣如雨,60
mouchenwujiang,谋臣武将,60
mouchenmengjiang,谋臣猛将,60
huangcheng,谎称,100
huangyan,谎言,100
xueerbunüe,谑而不虐,60
weiyubuxin,谓予不信,60
chanyanningyu,谗言佞语,60
difenshenbu,谛分审布,60
miyiyang,谜一样,60
dangyanjialun,谠言嘉论,60
danglunkankan,谠论侃侃,60
xielanyangui,谢兰燕桂,60
xietianxiedi,谢天谢地,60
xiejiabaoshu,谢家宝树,60
xiejiahuoji,谢家活计,60
xietie,谢帖,100
yaochuan,谣传,100
yaoyan,谣谚,100
yaofeng,谣风,100
shihao,谥号,100
qianchong,谦冲,100
qianshouyi,谦受益,60
qianhe,谦和,100
qiancheng,谦称,100
jinshang,谨上,100
jinbenxiangshi,谨本详始,60
jinxingjianyong,谨行俭用,60
jinyanshenxing,谨言慎行,60
jinxiebumin,谨谢不敏,60
jinshenjieyong,谨身节用,60
manbujingyi,谩不经意,60
mantianmeidi,谩天昧地,60
mantianmandi,谩天谩地,60
mancanghuidao,谩藏诲盗,60
mancihuashuo,谩辞哗说,60
manma,谩骂,100
miuwangwuji,谬妄无稽,60
miutuozhiji,谬托知己,60
miuzhong,谬种,100
miuzhongliuchuan,谬种流传,60
miulun,谬论,100
miushuo,谬说,100
miucaixusheng,谬采虚声,60
miucaixuyu,谬采虚誉,60
tantianshuodi,谭天说地,60
tanyanweizhong,谭言微中,60
zenxiamanshang,谮下谩上,60
puhao,谱号,100
puqu,谱曲,100
puxi,谱系,100
jueerbuzheng,谲而不正,60
zhanyu,谵语,100
chenyu,谶语,100
gudi,谷地,100
gufang,谷坊,100
gukeer,谷壳儿,60
gudi,谷底,100
gufucanmu,谷父蚕母,60
guyu,谷雨,100
huoliang,豁亮,100
huorenermu,豁人耳目,60
huomian,豁免,100
huomianquan,豁免权,60
huochu,豁出,100
huochuqu,豁出去,60
huokou,豁口,100
huokoujieshe,豁口截舌,60
huozui,豁嘴,100
huozi,豁子,100
huaquan,豁拳,100
huolang,豁朗,100
huoran,豁然,100
huorandawu,豁然大悟,60
huorankaiwu,豁然开悟,60
huorankailang,豁然开朗,60
huoranxingwu,豁然省悟,60
huoranquesi,豁然确斯,60
huoranguantong,豁然贯通,60
huorandunwu,豁然顿悟,60
huoda,豁达,100
huodadadu,豁达大度,60
doufenguapou,豆分瓜剖,60
doupouguafen,豆剖瓜分,60
dousha,豆沙,100
doupao,豆泡,100
doujiang,豆浆,100
doubaner,豆瓣儿,60
douli,豆粒,100
doulv,豆绿,100
doufu,豆腐,100
doufugan,豆腐干,60
douhuaer,豆花儿,60
douqixiangjian,豆萁相煎,60
doukounianhua,豆蔻年华,60
doujiao,豆角,100
doujueer,豆角儿,60
douchi,豆豉,100
douchongyuming,豆重榆瞑,60
wandouhuang,豌豆黄,60
shijiaoshouchu,豕交兽畜,60
shifensheduan,豕分蛇断,60
shitulangben,豕突狼奔,60
shihuchuane,豕虎传讹,60
shishigaiyi,豕食丐衣,60
xiangshayoujieshi,象煞有介事,30
haoxing,豪兴,100
haohua,豪华,100
haoquzhilong,豪取智笼,60
haoshangjugu,豪商巨贾,60
haoganbaoqu,豪干暴取,60
haoqiang,豪强,100
haofangbuji,豪放不羁,60
haoheng,豪横,100
haohengbahu,豪横跋扈,60
haoyanzhuangyu,豪言壮语,60
haoyu,豪语,100
haomaibuqun,豪迈不群,60
haoyu,豪雨,100
yujian,豫见,100
baotouhuanyan,豹头环眼,60
chailangdangtu,豺狼当涂,60
chailangdanglu,豺狼当路,60
chailangdangdao,豺狼当道,60
chailanghengdao,豺狼横道,60
diaogouxiangshu,貂狗相属,60
haozi,貉子,100
haorong,貉绒,100
maobujingren,貌不惊人,60
maosi,貌似,100
maosiqiangda,貌似强大,60
maohexingli,貌合形离,60
maohexinli,貌合心离,60
maoheqingli,貌合情离,60
maoheshenli,貌合神离,60
maohexingli,貌合行离,60
maoxiang,貌相,100
maolishenhe,貌离神合,60
beile,贝勒,100
beike,贝壳,100
beiquezhugong,贝阙珠宫,60
zhenbujuesu,贞不绝俗,60
zhenyuanhuihe,贞元会合,60
zhennv,贞女,100
zhensongjingbai,贞松劲柏,60
zhenjie,贞节,100
zhenguan,贞观,100
zhenguanzhizhi,贞观之治,60
zhenfengliangjie,贞风亮节,60
fuchengsiduo,负乘斯夺,60
fuchengzhikou,负乘致寇,60
furenmenglao,负任蒙劳,60
fusuzhilei,负俗之累,60
fuzhaileilei,负债累累,60
fuhao,负号,100
fugububin,负固不宾,60
fugubufu,负固不服,60
fudijincai,负地矜才,60
fudebeiyi,负德背义,60
fuenbeiyi,负恩背义,60
fucairenqi,负才任气,60
fudan,负担,100
fushu,负数,100
fucairenqi,负材任气,60
fucaijindi,负材矜地,60
fuqidouhen,负气斗狠,60
fupian,负片,100
fushifuhe,负石赴河,60
fulei,负累,100
fuyue,负约,100
fulaotiyou,负老提幼,60
fuhe,负荷,100
fuhengjuding,负衡据鼎,60
fuzai,负载,100
fuzhong,负重,100
fuzhongtunwu,负重吞污,60
fuzhonghanwu,负重含污,60
fuzhongsheyuan,负重涉远,60
fuzhongzhiyuan,负重致远,60
fuzububin,负阻不宾,60
fuxianbubin,负险不宾,60
fuxianbuchen,负险不臣,60
gongyutanguan,贡禹弹冠,60
gongjiu,贡酒,100
caibulubai,财不露白,60
caikuai,财会,100
caikuilichu,财匮力绌,60
caidaqicu,财大气粗,60
caizhengguatou,财政寡头,60
caidanlijin,财殚力尽,60
caidanlipu,财殚力痡,60
caijie,财界,100
caijielijin,财竭力尽,60
caiyunhengtong,财运亨通,60
caizhang,财长,100
zeling,责令,100
zeren,责任,100
zerenshu,责任书,60
zerenshigu,责任事故,60
zerenzhi,责任制,60
zerenxin,责任心,60
zerengan,责任感,60
zerenzhuang,责任状,60
zerentian,责任田,60
zeda,责打,100
zewupangdai,责无旁贷,60
zeyousuogui,责有所归,60
zeyouyougui,责有攸归,60
zequanli,责权利,60
zenan,责难,100
xianneizhu,贤内助,60
xianqi,贤契,100
xianqiliangmu,贤妻良母,60
xiandi,贤弟,100
xianmuliangqi,贤母良妻,60
xianneng,贤能,100
xianliangfangzheng,贤良方正,60
xianshenguiti,贤身贵体,60
baibuxuanzhong,败不旋踵,60
baiwang,败亡,100
baisushanghua,败俗伤化,60
baisushangfeng,败俗伤风,60
baixing,败兴,100
baixingergui,败兴而归,60
baibing,败兵,100
baijunzhijiang,败军之将,60
baizeweizei,败则为贼,60
baihuashangfeng,败化伤风,60
baibei,败北,100
baiye,败叶,100
baiguosangjia,败国丧家,60
baiguowangjia,败国亡家,60
baihuai,败坏,100
baijia,败家,100
baijiazi,败家子,60
baijiang,败将,100
baijiangcanbing,败将残兵,60
baideruxing,败德辱行,60
baidu,败毒,100
baifaluanji,败法乱纪,60
baijishiju,败绩失据,60
bailuo,败落,100
baixue,败血,100
baixuebing,败血病,60
baixuezheng,败血症,60
bailu,败露,100
zhangwu,账务,100
zhangdan,账单,100
zhanghao,账号,100
zhangbu,账簿,100
huojia,货价,100
huodan,货单,100
huochang,货场,100
huogui,货柜,100
huojian,货检,100
huozhi,货殖,100
huoliu,货流,100
huochangqiliu,货畅其流,60
huozhenjiashi,货真价实,60
huopiao,货票,100
huoxiang,货箱,100
huoerbushou,货而不售,60
huohuigongxing,货贿公行,60
huolugongxing,货赂公行,60
huoludaxing,货赂大行,60
huoche,货车,100
huoyunliang,货运量,60
huolang,货郎,100
huolangdan,货郎担,60
huolanggu,货郎鼓,60
zhiyou,质优,100
zhiyuyingqu,质伛影曲,60
zhiti,质体,100
zhiyinshu,质因数,60
zhidi,质地,100
zhidang,质当,100
zhishu,质数,100
zhipiao,质朴,100
zhiyi,质疑,100
zhiyibianhuo,质疑辨惑,60
zhiyiwennan,质疑问难,60
zhidi,质的,100
zhierbuli,质而不俚,60
zhierbuye,质而不野,60
zhiliang,质量,100
fanjia,贩假,100
fanfu,贩夫,100
fanfusuzi,贩夫俗子,60
fanfuzaoli,贩夫皁隶,60
fanfuzaoli,贩夫皂隶,60
fanfufanfu,贩夫贩妇,60
fanfuzouzu,贩夫走卒,60
fanfuzouzu,贩夫驺卒,60
fandu,贩毒,100
fanhuang,贩黄,100
tanpianyi,贪便宜,60
tanzhan,贪占,100
tanmochengfeng,贪墨成风,60
tanduowude,贪多务得,60
tanduojiaobulan,贪多嚼不烂,30
tandaqiuyang,贪大求洋,60
tanfuxuncai,贪夫徇财,60
tanfuxunli,贪夫殉利,60
tanfuxunli,贪夫狥利,60
tanfuxuncai,贪夫狥财,60
tanxiaoshida,贪小失大,60
tandewuyan,贪得无厌,60
tanxinbuzu,贪心不足,60
tanlinwuyan,贪惏无餍,60
tanwufan,贪污犯,60
tanwulangji,贪污狼藉,60
tanwufuhua,贪污腐化,60
tanwaner,贪玩儿,60
tanshengwusi,贪生恶死,60
tanshui,贪睡,100
tanerwuxin,贪而无信,60
tanshewangwei,贪蛇忘尾,60
tancaihaose,贪财好色,60
tanzanghuaifa,贪赃坏法,60
tanshi,贪食,100
pinxiazhongnong,贫下中农,60
pinbuxuejian,贫不学俭,60
pinhua,贫化,100
pinzuieshe,贫嘴恶舌,60
pinzuiboshe,贫嘴薄舌,60
pinkunliaodao,贫困潦倒,60
pinkunxian,贫困线,60
pinfuchaju,贫富差距,60
pinwulizhuizhidi,贫无立锥之地,30
pinbingjiaopo,贫病交迫,60
pinerledao,贫而乐道,60
pinxue,贫血,100
pinjianbuyi,贫贱不移,60
pinjianbunengyi,贫贱不能移,30
pinjianzhizhi,贫贱之知,60
bianjia,贬价,100
biancheng,贬称,100
goude,购得,100
gouwuzhongxin,购物中心,60
gouxiaochajia,购销差价,60
zhucang,贮藏,100
zhuyun,贮运,100
zhuliang,贮量,100
guandoushuanglong,贯斗双龙,60
guanxiusuhong,贯朽粟红,60
guanyingeren,贯盈恶稔,60
guanchuanronghui,贯穿融会,60
guantongronghui,贯通融会,60
jianjia,贱价,100
jiannei,贱内,100
jianlianguifa,贱敛贵发,60
jiangutou,贱骨头,60
bilin,贲临,100
benxing,贲星,100
benkui,贲溃,100
benmen,贲门,100
tieqie,贴切,100
tiehe,贴合,100
tiexinren,贴心人,60
tiexinhua,贴心话,60
tiebener,贴本儿,60
tiezhe,贴着,100
tiegaoyao,贴膏药,60
guibuzhaojiao,贵不召骄,60
guibukeyan,贵不可言,60
guibuqijiao,贵不期骄,60
guiti,贵体,100
guiguanlvqingtouzu,贵冠履轻头足,30
guizaizhixin,贵在知心,60
guichu,贵处,100
guifei,贵妃,100
guishaojianlao,贵少贱老,60
guigan,贵干,100
guijianwuer,贵贱无二,60
guiyuanjianjin,贵远贱近,60
guiyuanbijin,贵远鄙近,60
guizhong,贵重,100
guijinshu,贵金属,60
maoyinicha,贸易逆差,60
maoyishuncha,贸易顺差,60
maoyifeng,贸易风,60
maoshouzhichou,贸首之仇,60
feijin,费劲,100
feijinxinji,费尽心机,60
feijinxinxue,费尽心血,60
feijie,费解,100
feinan,费难,100
hexin,贺信,100
heka,贺卡,100
hesuipian,贺岁片,60
henianka,贺年卡,60
henianpian,贺年片,60
yijuesunmou,贻厥孙谋,60
yixiaodafang,贻笑大方,60
yilei,贻累,100
yichouwannian,贻臭万年,60
zeitougounao,贼头狗脑,60
zeitouzeinao,贼头贼脑,60
zeitouguinao,贼头鬼脑,60
zeitoushunao,贼头鼠脑,60
zeixinbusi,贼心不死,60
zeiliuliu,贼溜溜,60
zeidan,贼胆,100
zeifeng,贼风,100
zeigutou,贼骨头,60
zhijian,贽见,100
guren,贾人,100
jiayong,贾勇,100
jiaguan,贾官,100
jiaqi,贾欺,100
guyong,贾用,100
jiatian,贾田,100
guhuo,贾祸,100
jiadai,贾贷,100
gumao,贾贸,100
jiazi,贾资,100
jiadao,贾道,100
guma,贾马,100
huihuogongxing,贿货公行,60
huilugongxing,贿赂公行,60
huilubingxing,贿赂并行,60
huijin,贿金,100
lineryongmu,赁耳佣目,60
zangwulangji,赃污狼藉,60
zangyingeguan,赃盈恶贯,60
zangsilangji,赃私狼藉,60
zanghuilangji,赃秽狼藉,60
zanghuolangji,赃货狼藉,60
zanghuilangji,赃贿狼藉,60
zibudizhai,资不抵债,60
zichanpinggu,资产评估,60
zixin,资信,100
zizhu,资助,100
zibenzhuyishehui,资本主义社会,30
zibenjia,资本家,60
zibenshichang,资本市场,60
zibenlun,资本论,60
zishenwangzhong,资深望重,60
gaikuo,赅括,100
fuyu,赋予,100
fuyou,赋有,100
duzhoufashi,赌咒发誓,60
duchang,赌场,100
dugun,赌棍,100
duyin,赌瘾,100
dushenfazhou,赌神发咒,60
dushifayuan,赌誓发原,60
dushifayuan,赌誓发愿,60
duchangjiaoduan,赌长较短,60
dufeng,赌风,100
jizhiyimei,赍志以没,60
jizhiermo,赍志而没,60
jiliangjiekou,赍粮藉寇,60
shudang,赎当,100
shangbudanggong,赏不当功,60
shangbuyuri,赏不逾日,60
shangbuyushi,赏不逾时,60
shangxinfabi,赏信罚必,60
shangxinfaming,赏信罚明,60
shangtongfayi,赏同罚异,60
shangshanfafou,赏善罚否,60
shangshanfae,赏善罚恶,60
shangqixiyi,赏奇析疑,60
shangxinleshi,赏心乐事,60
shangfabuming,赏罚不明,60
shangfaxinming,赏罚信明,60
shangfafenming,赏罚分明,60
shanghua,赏花,100
shangshi,赏识,100
shangxianshineng,赏贤使能,60
shangxianfabao,赏贤罚暴,60
ciyu,赐予,100
cijiao,赐教,100
cigei,赐给,100
peibushi,赔不是,60
peilefurenyouzhebing,赔了夫人又折兵,30
peihuan,赔还,100
laiyoucier,赖有此耳,60
zhuishitaicang,赘食太仓,60
zhuantou,赚头,100
zuande,赚得,100
saihui,赛会,100
saisi,赛似,100
saizhi,赛制,100
saiqu,赛区,100
saichang,赛场,100
saiqi,赛期,100
saiqiu,赛球,100
sailufen,赛璐玢,60
saipao,赛跑,100
saiche,赛车,100
saiguo,赛过,100
saimachang,赛马场,60
zanbujuekou,赞不绝口,60
zanzhu,赞助,100
zankoubujue,赞口不绝,60
zantanbuyi,赞叹不已,60
zantong,赞同,100
zanshengbujue,赞声不绝,60
zanxu,赞许,100
zanyu,赞语,100
zengyu,赠与,100
zengshu,赠书,100
zengyu,赠予,100
zengbie,赠别,100
zengquan,赠券,100
zengda,赠答,100
zenggei,赠给,100
yingjianmaiqiao,赢奸卖俏,60
yingjia,赢家,100
yingde,赢得,100
chixianshenzhou,赤县神州,60
chikoudushe,赤口毒舌,60
chidi,赤地,100
chidiqianli,赤地千里,60
chikanlou,赤崁楼,60
chixinxiangdai,赤心相待,60
chishoukongquan,赤手空拳,60
chiriyanyan,赤日炎炎,60
chihong,赤红,100
chilianshe,赤练蛇,60
chishengjizu,赤绳系足,60
chibei,赤背,100
chiboshangzhen,赤膊上阵,60
chichengxiangdai,赤诚相待,60
chipinruxi,赤贫如洗,60
chishenluoti,赤身裸体,60
chishenluti,赤身露体,60
chilu,赤露,100
sheguoyouzui,赦过宥罪,60
nanyanhanxia,赧颜汗下,60
hezi,赫兹,100
heheyouming,赫赫有名,60
zheshi,赭石,100
zheyiselu,赭衣塞路,60
zhehuangse,赭黄色,60
zouweishangzhao,走为上着,60
zouweishangce,走为上策,60
zouweishangji,走为上计,60
zouqinqi,走亲戚,60
zoufuwudi,走伏无地,60
zouqiao,走俏,100
zouneixian,走内线,60
zouzu,走卒,100
zounanchuangbei,走南闯北,60
zoutai,走台,100
zouba,走吧,100
zoutouwulu,走头无路,60
zouhao,走好,100
zouhaoyun,走好运,60
zouniangjia,走娘家,60
zoutoumeilu,走投没路,60
zoujiejing,走捷径,60
zousan,走散,100
zoucunchuanhu,走村串户,60
zoujiduan,走极端,60
zouzheqiao,走着瞧,60
zoushifeisha,走石飞沙,60
zousifan,走私犯,60
zouhong,走红,100
zoulaolu,走老路,60
zouhualiubing,走花溜冰,60
zouhualiushui,走花溜水,60
zoujiechuanxiang,走街串巷,60
zoudu,走读,100
zoudusheng,走读生,60
zoudiao,走调,100
zoudiaoer,走调儿,60
zouzhang,走账,100
zouguochang,走过场,60
zoubian,走遍,100
zougangsi,走钢丝,60
zoufeng,走风,100
zoumashangren,走马上任,60
zoumadaoren,走马到任,60
zoumakanhua,走马看花,60
zoumazhangtai,走马章台,60
zoumaguanhua,走马观花,60
zoumafuren,走马赴任,60
zougao,走高,100
jiujiuwufu,赳赳武夫,60
furen,赴任,100
fuhui,赴会,100
futangdaohuo,赴汤蹈火,60
fuyue,赴约,100
funan,赴难,100
zhaoti,赵体,100
ganshang,赶上,100
ganbushang,赶不上,60
ganbuji,赶不及,60
ganrenwu,赶任务,60
ganhui,赶会,100
ganxianjin,赶先进,60
ganxie,赶写,100
ganzhi,赶制,100
ganchang,赶场,100
ganjinshajue,赶尽杀绝,60
ganmiaohui,赶庙会,60
gandeshang,赶得上,60
gandeji,赶得及,60
ganhuoer,赶活儿,60
ganlangtou,赶浪头,60
ganzhe,赶着,100
gantang,赶趟,100
gantanger,赶趟儿,60
ganpao,赶跑,100
ganche,赶车,100
ganlv,赶驴,100
ganyazi,赶鸭子,60
ganyazishangjia,赶鸭子上架,30
qijia,起价,100
qiyanweishu,起偃为竖,60
qixing,起兴,100
qijin,起劲,100
qihong,起哄,100
qitou,起头,100
qijia,起家,100
qichengzhuanhe,起承转合,60
qipai,起拍,100
qigenfayou,起根发由,60
qisirenerroubaigu,起死人而肉白骨,30
qisirenroubaigu,起死人肉白骨,30
qipao,起泡,100
qidianzhan,起点站,60
qiyi,起疑,100
qizhou,起皱,100
qiwang,起网,100
qiluo,起落,100
qixing,起行,100
qijian,起见,100
qijie,起解,100
qisuzhuang,起诉状,60
qipao,起跑,100
qitiao,起跳,100
qizhong,起重,100
qizhongji,起重机,60
qijiang,起降,100
qifeng,起风,100
chenbian,趁便,100
chenshiluopeng,趁势落篷,60
chenhongdajie,趁哄打劫,60
chenshuihuoni,趁水和泥,60
chenhuodajie,趁火打劫,60
chenhuoqiangjie,趁火抢劫,60
chenredatie,趁热打铁,60
chenkong,趁空,100
chenfengshiduo,趁风使柁,60
chaoyiliu,超一流,60
chaohu,超乎,100
chaojinguangu,超今冠古,60
chaodikong,超低空,60
chaojia,超假,100
chaofanrensheng,超凡人圣,60
chaofantuosu,超凡脱俗,60
chaofenzi,超分子,60
chaoyuan,超员,100
chaodaoti,超导体,60
chaoshi,超市,100
chaodu,超度,100
chaoduzhongsheng,超度众生,60
chaoshou,超收,100
chaoqi,超期,100
chaoqifuyi,超期服役,60
chaoshuiping,超水平,60
chaoranbuqun,超然不群,60
chaoranduchu,超然独处,60
chaoranzide,超然自得,60
chaoranyuanju,超然远举,60
chaoranyuanyin,超然远引,60
chaojidaguo,超级大国,60
chaojishichang,超级市场,60
chaobao,超薄,100
chaohaohua,超豪华,60
chaochaoxuanzhu,超超玄著,60
chaoche,超车,100
chaozai,超载,100
chaoguo,超过,100
chaocai,超采,100
chaozhong,超重,100
chaoliang,超量,100
chaochang,超长,100
chaogaoya,超高压,60
chaogaowen,超高温,60
chaogaopin,超高频,60
yueshi,越是,100
yueyesai,越野赛,60
yueniaonanqi,越鸟南栖,60
quzhiruowu,趋之若骛,60
quzhiruowu,趋之若鹜,60
quguangxing,趋光性,60
quli,趋利,100
qulibihai,趋利避害,60
qushi,趋势,100
quxiang,趋向,100
qufeng,趋奉,100
qushi,趋时,100
qushifengshi,趋时奉势,60
qushifushi,趋时附势,60
ququanfushi,趋权附势,60
quyanfushi,趋炎附势,60
quyanfure,趋炎附热,60
qujin,趋紧,100
qujin,趋近,100
qubi,趋避,100
qufu,趋附,100
ziju,趑趄,100
zijubuqian,趑趄不前,60
lieqie,趔趄,100
tangdi,趟地,100
tangshui,趟水,100
tangma,趟马,100
qushi,趣事,100
quju,趣剧,100
quwei,趣味,100
quhua,趣话,100
